StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2025-09-04T14:00:00Z,APXMIDP,2025-09-04,31,68.73,2733.750
2025-09-04T14:00:00Z,N2EXMIDP,2025-09-04,31,0.00,0.000
2025-09-04T13:30:00Z,APXMIDP,2025-09-04,30,65.10,4142.300
2025-09-04T13:30:00Z,N2EXMIDP,2025-09-04,30,0.00,0.000
2025-09-04T13:00:00Z,APXMIDP,2025-09-04,29,67.07,4018.300
2025-09-04T13:00:00Z,N2EXMIDP,2025-09-04,29,0.00,0.000
2025-09-04T12:30:00Z,APXMIDP,2025-09-04,28,67.40,4342.250
2025-09-04T12:30:00Z,N2EXMIDP,2025-09-04,28,0.00,0.000
2025-09-04T12:00:00Z,APXMIDP,2025-09-04,27,70.92,3574.250
2025-09-04T12:00:00Z,N2EXMIDP,2025-09-04,27,0.00,0.000
2025-09-04T11:30:00Z,APXMIDP,2025-09-04,26,81.23,3196.600
2025-09-04T11:30:00Z,N2EXMIDP,2025-09-04,26,0.00,0.000
2025-09-04T11:00:00Z,APXMIDP,2025-09-04,25,87.28,2685.500
2025-09-04T11:00:00Z,N2EXMIDP,2025-09-04,25,0.00,0.000
2025-09-04T10:30:00Z,APXMIDP,2025-09-04,24,94.05,2565.950
2025-09-04T10:30:00Z,N2EXMIDP,2025-09-04,24,0.00,0.000
2025-09-04T10:00:00Z,APXMIDP,2025-09-04,23,92.33,2698.850
